X,Y,TrafficID,IntersectionID,lat,lon,intersection,TOOLTIP,NLA_URL
-13158784.2681345,4036948.31183864,5394,9057,34.06064185,-118.20735816,BIGGY ST at ZONAL AVE,Location: BIGGY ST at ZONAL AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5394
-13158849.6527883,4037052.7325149,5395,9481,34.06141895,-118.20794552,STATE ST at D/E,Location: STATE ST at D/E\nData not available yet,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5395
-13158476.2693495,4036784.82850612,5396,9611,34.05942519,-118.20459136,ZONAL AVE at SAN PABLO ST,Location: ZONAL AVE at SAN PABLO ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5396
-13169037.3486247,4042962.48820552,5397,22469,34.10538783,-118.29946313,MARIPOSA AVE at FRANKLIN AVE,Location: MARIPOSA AVE at FRANKLIN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5397
-13193968.9452309,4065978.15635471,5398,39111,34.27640776,-118.52342742,SIMONDS ST at ZELZAH AVE,Location: SIMONDS ST at ZELZAH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5398
-13176191.9699566,4035914.01751794,5399,6563,34.05294424,-118.36373418,PACKARD ST at OGDEN DR,Location: PACKARD ST at OGDEN DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5399
-13173094.7152377,4038348.98711378,5400,18679,34.07106511,-118.33591107,LAS PALMAS AVE at 2ND ST,Location: LAS PALMAS AVE at 2ND ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5400
-13173876.7491688,4038346.33286744,5401,13243,34.07104536,-118.3429362,2ND ST at SYCAMORE AVE,Location: 2ND ST at SYCAMORE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5401
-13171334.2202779,4034906.37507287,5402,7615,34.0454443,-118.32009628,3RD AVE at 15TH ST,Location: 3RD AVE at 15TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5402
-13171329.3677944,4033417.84557787,5403,7797,34.03436388,-118.32005269,25TH ST at 3RD AVE,Location: 25TH ST at 3RD AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5403
-13168586.4742354,4038076.42340439,5404,18873,34.0690369,-118.29541286,CATALINA ST at 3RD ST,Location: CATALINA ST at 3RD ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5404
-13170250.5328558,4038066.0218892,5405,18880,34.0689595,-118.31036135,MANHATTAN PL at 3RD ST,Location: MANHATTAN PL at 3RD ST\nData not available yet,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5405
-13173233.3057227,4038059.64511965,5406,18702,34.06891205,-118.33715605,MCCADDEN PL at 3RD ST,Location: MCCADDEN PL at 3RD ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5406
-13166745.9174506,4037702.0400472,5407,19460,34.06625095,-118.27887886,3RD ST at RAMPART BLVD,Location: 3RD ST at RAMPART BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5407
-13178422.2754666,4038687.51415466,5408,13467,34.0735841,-118.38376935,3RD ST at ROBERTSON BLVD,Location: 3RD ST at ROBERTSON BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5408
-13161592.634466,4034977.96978253,5409,9896,34.0459772,-118.23258614,3RD ST at SANTA FE AVE,Location: 3RD ST at SANTA FE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5409
-13157405.667084,4033251.92065843,5410,9459,34.03312866,-118.19497398,4TH ST at 3RD PL,Location: 4TH ST at 3RD PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5410
-13178067.9131456,4038686.50356744,5411,13470,34.07357658,-118.38058606,3RD ST at WILLAMAN DR,Location: 3RD ST at WILLAMAN DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5411
-13168486.6433969,3994144.93799172,5412,17888,33.7414993,-118.29451609,CABRILLO AVE at 3RD ST,Location: CABRILLO AVE at 3RD ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5412
-13167748.8744467,3994141.94470593,5413,18171,33.74147694,-118.2878886,PACIFIC AVE at 3RD ST,Location: PACIFIC AVE at 3RD ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5413
-13169571.0479748,3994148.58718468,5414,50141,33.74152656,-118.30425746,3RD ST at WALKER AVE,Location: 3RD ST at WALKER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5414
-13168487.1855639,3994023.53496134,5415,17889,33.74059242,-118.29452096,CABRILLO AVE at 4TH ST,Location: CABRILLO AVE at 4TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5415
-13176921.8086222,4038327.44450581,5416,13254,34.07090481,-118.37029043,SWEETZER AVE at 4TH ST,Location: SWEETZER AVE at 4TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5416
-13167746.1489245,4037758.02438146,5417,18706,34.06666756,-118.28786409,WESTMORELAND AVE at 4TH ST,Location: WESTMORELAND AVE at 4TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5417
-13161851.5980341,4034640.09676048,5418,50782,34.04346226,-118.23491245,4TH ST at 4TH PL,Location: 4TH ST at 4TH PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5418
-13171266.5213928,4035679.75396548,5419,7530,34.05120066,-118.31948813,COUNTRY CLUB DR at 4TH AVE,Location: COUNTRY CLUB DR at 4TH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5419
-13171458.0363916,4032784.47583616,5420,8175,34.02964872,-118.32120854,MONT CLAIR ST at 4TH AVE,Location: MONT CLAIR ST at 4TH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5420
-13160384.2433324,4034572.63461489,5421,9347,34.0429601,-118.22173098,4TH ST at PECAN ST,Location: 4TH ST at PECAN ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5421
-13160023.1662613,4034591.94790309,5422,9497,34.04310386,-118.21848737,4TH ST at STATE ST,Location: 4TH ST at STATE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5422
-13171605.3361958,4027092.65006457,5423,983,33.98726381,-118.32253176,5TH AVE at 59TH ST,Location: 5TH AVE at 59TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5423
-13188085.9169356,4027986.97989739,5424,10416,33.99392496,-118.47057931,5TH AVE at BROOKS CT,Location: 5TH AVE at BROOKS CT,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5424
-13164934.1488534,4035552.90494702,5425,63756,34.05025653,-118.26260347,7TH ST at HARBOR FRWY,Location: 7TH ST at HARBOR FRWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5425
-13171970.9379715,4037576.1284862,5426,18958,34.06531397,-118.32581601,ARDEN BLVD at 5TH ST,Location: ARDEN BLVD at 5TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5426
-13170523.7621412,4037577.620239,5427,18946,34.06532507,-118.31281581,GRAMERCY PL at 5TH ST,Location: GRAMERCY PL at 5TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5427
-13176616.6952728,4037949.35449888,5428,13291,34.06809134,-118.36754955,5TH ST at LA JOLLA AVE,Location: 5TH ST at LA JOLLA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5428
-13170248.8774721,4037577.63637407,5429,18943,34.06532519,-118.31034648,MANHATTAN PL at 5TH ST,Location: MANHATTAN PL at 5TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5429
-13163149.1851098,4034902.10744262,5430,8320,34.04541253,-118.24656887,5TH ST at MAPLE AVE,Location: 5TH ST at MAPLE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5430
-13167020.5977747,3993983.26891314,5431,14473,33.74029163,-118.28134638,PALOS VERDES ST at 5TH ST,Location: PALOS VERDES ST at 5TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5431
-13170782.051194,4037577.5987222,5432,18947,34.06532491,-118.31513606,5TH ST at VAN NESS AVE,Location: 5TH ST at VAN NESS AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5432
-13171595.511546,4033904.19213202,5433,7724,34.03798434,-118.3224435,5TH AVE at 21ST ST,Location: 5TH AVE at 21ST ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5433
-13171604.4223536,4027886.91428563,5434,473,33.99317967,-118.32252355,5TH AVE at 54TH ST,Location: 5TH AVE at 54TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5434
-13163609.143902,4035260.28606167,5435,8943,34.04807855,-118.25070075,5TH ST at BROADWAY,Location: 5TH ST at BROADWAY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5435
-13171387.3041802,4035701.91478688,5436,7529,34.0513656,-118.32057314,COUNTRY CLUB DR at 5TH AVE,Location: COUNTRY CLUB DR at 5TH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5436
-13171809.1206308,4037576.35963577,5437,18957,34.06531569,-118.32436238,LUCERNE BLVD at 5TH ST,Location: LUCERNE BLVD at 5TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5437
-13162972.650141,4034790.35106403,5438,8917,34.04458068,-118.24498303,SAN JULIAN ST at 5TH ST,Location: SAN JULIAN ST at 5TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5438
-13167810.6407223,4037558.26318318,5439,18716,34.06518102,-118.28844343,5TH ST at WESTMORELAND AVE,Location: 5TH ST at WESTMORELAND AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5439
-13171781.6398802,4030762.94179078,5440,5058,34.01459753,-118.32411552,6TH AVE at 39TH ST,Location: 6TH AVE at 39TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5440
-13166162.1701714,4036726.72939517,5441,8429,34.05899281,-118.27363497,6TH ST at WESTLAKE AVE,Location: 6TH ST at WESTLAKE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5441
-13171480.7347333,4037343.25756017,5442,18967,34.06358101,-118.32141244,WINDSOR BLVD at 6TH ST,Location: WINDSOR BLVD at 6TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5442
-13160167.0121206,4034195.60832484,5443,50750,34.04015362,-118.21977956,BOYLE AVE at 6TH ST,Location: BOYLE AVE at 6TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5443
-13158068.1306333,4033070.33205186,5444,9543,34.03177682,-118.20092499,6TH ST at CONCORD ST,Location: 6TH ST at CONCORD ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5444
-13167126.0379846,4037247.0314183,5445,20763,34.06286491,-118.28229354,LA FAYETTE PARK PL at 6TH ST,Location: LA FAYETTE PARK PL at 6TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5445
-13157850.8237113,4032951.80617388,5446,9548,34.03089444,-118.19897289,LORENA ST at 6TH ST,Location: LORENA ST at 6TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5446
-13167021.4404498,3993774.73448177,5447,14472,33.73873385,-118.28135395,PALOS VERDES ST at 6TH ST,Location: PALOS VERDES ST at 6TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5447
-13159897.9083297,4034050.72853759,5448,9509,34.03907515,-118.21736216,ST LOUIS ST at 6TH ST,Location: ST LOUIS ST at 6TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5448
-13193926.79586,4059543.35066144,5449,33443,34.22862831,-118.52304879,PARTHENIA ST at ZELZAH AVE,Location: PARTHENIA ST at ZELZAH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5449
-13163103.8368003,4034558.63990825,5450,8722,34.04285593,-118.2461615,SAN JULIAN ST at 6TH ST,Location: SAN JULIAN ST at 6TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5450
-13165742.1327186,4036500.60084851,5451,8227,34.0573099,-118.26986171,6TH ST at UNION AVE,Location: 6TH ST at UNION AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5451
-13188013.7863563,4028380.4033902,5452,11507,33.99685509,-118.46993135,VERNON AVE at 6TH AVE,Location: VERNON AVE at 6TH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5452
-13167107.9262936,4036708.72664008,5453,8433,34.05885883,-118.28213084,CORONADO ST at 7TH ST,Location: CORONADO ST at 7TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5453
-13157104.5466132,4031607.14729094,5454,6144,34.02088332,-118.19226897,7TH ST at INDIANA ST,Location: 7TH ST at INDIANA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5454
-13162691.450328,4033863.48778039,5455,8814,34.03768133,-118.24245697,KOHLER ST at 7TH ST,Location: KOHLER ST at 7TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5455
-13161864.0602507,4033469.60495956,5456,9776,34.03474919,-118.2350244,7TH ST at DECATUR ST,Location: 7TH ST at DECATUR ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5456
-13166638.8748469,4036452.98406741,5457,8461,34.05695552,-118.27791728,LAKE ST at 7TH ST,Location: LAKE ST at 7TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5457
-13170173.4522926,3993665.43515524,5458,18009,33.73791736,-118.30966895,WEYMOUTH AVE at 7TH ST,Location: WEYMOUTH AVE at 7TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5458
-13169317.641842,4036552.21205901,5459,7963,34.05769401,-118.30198105,8TH ST at ARDMORE AVE,Location: 8TH ST at ARDMORE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5459
-13174415.2027386,4036940.59383315,5460,6843,34.06058442,-118.34777321,8TH ST at COCHRAN AVE,Location: 8TH ST at COCHRAN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5460
-13159113.2526794,4032034.67421906,5461,6102,34.02406643,-118.21031348,DACOTAH ST at 8TH ST,Location: DACOTAH ST at 8TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5461
-13163097.7196997,4033632.32199178,5462,8349,34.0359605,-118.24610655,8TH ST at GLADYS AVE,Location: 8TH ST at GLADYS AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5462
-13171489.7916473,4036791.42391032,5463,7418,34.05947428,-118.3214938,8TH ST at LORRAINE BLVD,Location: 8TH ST at LORRAINE BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5463
-13175038.8257015,4036935.01204738,5464,6488,34.06054288,-118.35337531,8TH ST at MASSELIN AVE,Location: 8TH ST at MASSELIN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5464
-13174792.188467,4036949.65190214,5465,6842,34.06065183,-118.35115973,RIDGELEY DR at 8TH ST,Location: RIDGELEY DR at 8TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5465
-13163718.1245105,4034353.65248595,5466,8716,34.04133007,-118.25167974,8TH ST at SANTEE ST,Location: 8TH ST at SANTEE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5466
-13163490.2568617,4034096.90692602,5467,8905,34.0394189,-118.24963277,SAN JULIAN ST at 8TH ST,Location: SAN JULIAN ST at 8TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5467
-13175172.503736,4036938.36859211,5468,6484,34.06056786,-118.35457616,8TH ST at SIERRA BONITA AVE,Location: 8TH ST at SIERRA BONITA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5468
-13163170.62959,4033705.26478954,5469,8348,34.0365035,-118.24676151,8TH ST at STANFORD AVE,Location: 8TH ST at STANFORD AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5469
-13163575.4396114,4034192.89172989,5470,8735,34.0401334,-118.25039798,WALL ST at 8TH ST,Location: WALL ST at 8TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5470
-13170818.2400044,4036601.88088756,5471,7427,34.05806366,-118.31546115,8TH ST at WESTCHESTER PL,Location: 8TH ST at WESTCHESTER PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5471
-13171964.5076267,4028806.06911715,5472,4903,34.00002523,-118.32575825,48TH ST at 8TH AVE,Location: 48TH ST at 8TH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5472
-13172043.063279,4025265.79691797,5473,1072,33.97365543,-118.32646393,8TH AVE at 73RD ST,Location: 8TH AVE at 73RD ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5473
-13172043.5442477,4025023.76093698,5474,1084,33.97185232,-118.32646825,8TH AVE at 75TH ST,Location: 8TH AVE at 75TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5474
-13162297.3613318,4032838.05511504,5475,9833,34.0300476,-118.23891681,8TH ST at ALAMEDA ST,Location: 8TH ST at ALAMEDA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5475
-13168980.0469884,3993540.02267465,5476,18024,33.73698049,-118.29894841,8TH ST at ALMA ST,Location: 8TH ST at ALMA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5476
-13162053.9557285,4032792.7467016,5477,9824,34.02971029,-118.23673026,8TH ST at LAWRENCE ST,Location: 8TH ST at LAWRENCE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5477
-13175593.4718731,4036968.44899771,5478,6449,34.06079172,-118.35835778,SPAULDING AVE at 8TH ST,Location: SPAULDING AVE at 8TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5478
-13169960.0672467,3993422.64061549,5479,18032,33.7361036,-118.30775208,AVERILL AVE at 9TH ST,Location: AVERILL AVE at 9TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5479
-13174743.6252576,4036725.07209972,5480,6848,34.05898048,-118.35072348,BURNSIDE AVE at 9TH ST,Location: BURNSIDE AVE at 9TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5480
-13170295.1312368,3993467.08924983,5481,17894,33.73643565,-118.31076201,ELLERY DR at 9TH ST,Location: ELLERY DR at 9TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5481
-13163201.5307448,4033418.48955946,5482,8822,34.03436867,-118.2470391,GLADYS AVE at 9TH ST,Location: GLADYS AVE at 9TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5482
-13168735.1117761,3993417.61009349,5483,18039,33.73606602,-118.29674812,MEYLER ST at 9TH ST,Location: MEYLER ST at 9TH ST\nData not available yet,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5483
-13163902.9583939,4034181.56294547,5484,8332,34.04004907,-118.25334013,9TH ST at SANTEE ST,Location: 9TH ST at SANTEE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5484
-13163286.0656512,4033502.6730762,5485,58786,34.03499536,-118.24779849,STANFORD AVE at 9TH ST,Location: STANFORD AVE at 9TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5485
-13170934.9049904,4036304.56036772,5486,7457,34.05585089,-118.31650917,3RD AVE at 9TH ST,Location: 3RD AVE at 9TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5486
-13164146.3851303,4034440.93549238,5487,58528,34.04197978,-118.25552687,9TH ST at FRANK CT,Location: 9TH ST at FRANK CT,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5487
-13163986.7451647,4034273.79501257,5488,8331,34.04073563,-118.2540928,9TH ST at LOS ANGELES ST,Location: 9TH ST at LOS ANGELES ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5488
-13184977.4054038,4028238.31261667,5489,12281,33.99579684,-118.44265508,ZANJA ST at TIVOLI AVE,Location: ZANJA ST at TIVOLI AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5489
-13185715.6306929,4027802.92290159,5490,10450,33.99255411,-118.44928667,PENMAR AVE at ZANJA ST,Location: PENMAR AVE at ZANJA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5490
-13172199.2206424,4033819.1578744,5491,7740,34.03735134,-118.32786671,10TH AVE at 21ST ST,Location: 10TH AVE at 21ST ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5491
-13168735.6150074,3993296.1934614,5492,18052,33.73515898,-118.29675264,MEYLER ST at 10TH ST,Location: MEYLER ST at 10TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5492
-13167023.4140253,3993289.06278536,5493,14490,33.73510571,-118.28137168,10TH ST at PALOS VERDES ST,Location: 10TH ST at PALOS VERDES ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5493
-13184381.2515449,4028400.68262109,5494,12295,33.99700612,-118.43729974,MITCHELL AVE at ZANJA ST,Location: MITCHELL AVE at ZANJA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5494
-13163586.4992464,4033453.71490891,5495,8867,34.0346309,-118.25049733,10TH ST at CROCKER ST,Location: 10TH ST at CROCKER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5495
-13170416.6453528,3993299.45280265,5496,18047,33.73518333,-118.31185359,10TH ST at DODSON AVE,Location: 10TH ST at DODSON AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5496
-13169226.3971432,3993298.21335938,5497,18151,33.73517407,-118.30116141,LELAND ST at 10TH ST,Location: LELAND ST at 10TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5497
-13172808.107838,4042669.17696881,5498,51471,34.10320612,-118.33333643,WHITLEY AVE at YUCCA ST,Location: WHITLEY AVE at YUCCA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5498
-13172369.6126054,4027577.86101163,5499,504,33.99087782,-118.32939737,57TH ST at 11TH AVE,Location: 57TH ST at 11TH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5499
-13172390.9771231,4029516.73157844,5500,45176,34.00531763,-118.32958929,LEIMERT BLVD at 11TH AVE,Location: LEIMERT BLVD at 11TH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5500
-13168490.6475009,3993173.80890563,5501,18062,33.7342447,-118.29455206,CABRILLO AVE at 11TH ST,Location: CABRILLO AVE at 11TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5501
-13167265.8367998,3993168.65541171,5502,14493,33.7342062,-118.2835494,CENTRE ST at 11TH ST,Location: CENTRE ST at 11TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5502
-13169226.8033711,3993198.89388356,5503,18066,33.7344321,-118.30116506,LELAND ST at 11TH ST,Location: LELAND ST at 11TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5503
-13164212.7427497,4033877.20998701,5504,8790,34.03778348,-118.25612297,11TH ST at SANTEE ST,Location: 11TH ST at SANTEE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5504
-13169472.3831285,3993118.98863151,5505,18065,33.73383516,-118.30337114,WALKER AVE at 11TH ST,Location: WALKER AVE at 11TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5505
-13172364.2813884,4026843.5458021,5506,651,33.98540834,-118.32934948,60TH ST at 11TH AVE,Location: 60TH ST at 11TH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5506
-13158161.2669989,4046668.33262678,5507,16747,34.13294784,-118.20176164,TOWNSEND AVE at YOSEMITE DR,Location: TOWNSEND AVE at YOSEMITE DR,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5507
-13159015.586302,4046811.87084071,5508,16646,34.13401514,-118.20943612,YOSEMITE DR at NORWALK AVE,Location: YOSEMITE DR at NORWALK AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5508
-13164323.3797894,4033963.44281717,5509,8779,34.0384254,-118.25711684,LOS ANGELES ST at 11TH ST,Location: LOS ANGELES ST at 11TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5509
-13159669.0998188,4046966.69191202,5510,44422,34.13516632,-118.21530673,YOSEMITE DR at EAGLE ROCK BLVD,Location: YOSEMITE DR at EAGLE ROCK BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5510
-13166099.5116582,4034829.72779729,5511,8663,34.04487378,-118.2730721,12TH ST at ALBANY ST,Location: 12TH ST at ALBANY ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5511
-13166696.3144887,4035155.85204909,5512,8621,34.04730123,-118.27843327,12TH ST at BURLINGTON AVE,Location: 12TH ST at BURLINGTON AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5512
-13165131.0139788,4034286.883796,5513,8725,34.04083306,-118.26437194,12TH ST at HOPE ST,Location: 12TH ST at HOPE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=5513
